tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,2017,3,288.9,31295,31871,"Detroit, MI","Greenville/Spartanburg, SC",19790,DL,6970,0.4229,294.4,175,0.1535,325,0.0646,0.0359,"Detroit, MI
(42.332916, -83.047853)","Greenville/Spartanburg, SC
(44.513288, -88.013256)",20173312953187119790DL
Table 5,2017,3,286.42,31295,33342,"Detroit, MI","Milwaukee, WI",19790,DL,7930,0.4803,289.01,150,0.0593,450,0.0567,0.0164,"Detroit, MI
(42.332916, -83.047853)","Milwaukee, WI
(43.041072, -87.909421)",20173312953334219790DL
Table 5,2017,3,306.78,31453,33158,"Houston, TX","Midland/Odessa, TX",19393,WN,14100,0.2826,273.13,150,0.1326,400,0.073,0.0043,"Houston, TX
(29.760803, -95.369506)","Midland/Odessa, TX
(31.997433, -102.078043)",20173314533315819393WN
Table 5,2017,3,306.78,31453,33158,"Houston, TX","Midland/Odessa, TX",19977,UA,9420,0.1888,350.39,175,0.0626,450,0.0541,0.0902,"Houston, TX
(29.760803, -95.369506)","Midland/Odessa, TX
(31.997433, -102.078043)",20173314533315819977UA
Table 5,2017,3,101.84,31638,32211,"Fresno, CA","Las Vegas, NV",20368,G4,8820,0.4618,84.07,75,0.4955,150,0.0533,0,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20173316383221120368G4
Table 5,2017,3,299.93,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19790,DL,18570,0.2,294.11,125,0.1174,350,0.0528,0.2859,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20173317033019819790DL
Table 5,2017,3,299.93,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19805,AA,13010,0.1401,286.79,125,0.2098,375,0.0961,0.2659,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20173317033019819805AA
Table 5,2017,3,299.93,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19977,UA,12960,0.1395,336.38,150,0.1042,500,0.0594,0.2562,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20173317033019819977UA
Table 5,2017,3,311.17,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19790,DL,8680,0.2371,318.08,175,0.106,550,0.0657,0.1198,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",20173317033452419790DL
Table 5,2017,3,311.17,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19805,AA,6230,0.1702,299.97,100,0.0803,550,0.0626,0.39,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",20173317033452419805AA
Table 5,2017,3,139.83,32211,30466,"Las Vegas, NV","Phoenix, AZ",19393,WN,49770,0.3655,146.56,75,0.1658,275,0.0587,0.1304,"Las Vegas, NV
(36.169202, -115.140597)","Phoenix, AZ
(30.406931, -87.217578)",20173322113046619393WN
Table 5,2017,3,139.83,32211,30466,"Las Vegas, NV","Phoenix, AZ",19805,AA,17520,0.1287,136.62,75,0.1353,200,0.1227,0.0748,"Las Vegas, NV
(36.169202, -115.140597)","Phoenix, AZ
(30.406931, -87.217578)",20173322113046619805AA
Table 5,2017,3,120.4,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19393,WN,174690,0.2578,125.69,75,0.2191,175,0.1227,0.0716,"Las Vegas, NV
(36.169202, -115.140597)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20173322113245719393WN
Table 5,2017,3,117.72,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",19393,WN,158410,0.25,134.16,75,0.2129,275,0.0711,0.1588,"Las Vegas, NV
(36.169202, -115.140597)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",20173322113257519393WN
Table 5,2017,3,121.05,32211,33570,"Las Vegas, NV","San Diego, CA",19393,WN,56170,0.3843,129.28,75,0.1905,175,0.0732,0.0956,"Las Vegas, NV
(36.169202, -115.140597)","San Diego, CA
(32.71576, -117.163817)",20173322113357019393WN
Table 5,2017,3,127.39,32211,34614,"Las Vegas, NV","Salt Lake City, UT",19393,WN,19770,0.1982,124.95,75,0.1791,200,0.1123,0.0546,"Las Vegas, NV
(36.169202, -115.140597)","Salt Lake City, UT
(40.758478, -111.888142)",20173322113461419393WN
Table 5,2017,3,127.39,32211,34614,"Las Vegas, NV","Salt Lake City, UT",19790,DL,29150,0.2922,130.11,75,0.0871,200,0.0923,0.0508,"Las Vegas, NV
(36.169202, -115.140597)","Salt Lake City, UT
(40.758478, -111.888142)",20173322113461419790DL
Table 5,2017,3,81.3,32211,34716,"Las Vegas, NV","Stockton, CA",20368,G4,14370,0.4995,82.24,75,0.5045,125,0.1482,0,"Las Vegas, NV
(36.169202, -115.140597)","Stockton, CA
(37.957541, -121.292451)",20173322113471620368G4
Table 5,2017,3,311.31,32337,34100,"Indianapolis, IN","Philadelphia, PA",19805,AA,13010,0.4204,328.11,200,0.1191,400,0.1522,0.0361,"Indianapolis, IN
(39.76845, -86.156212)","Philadelphia, PA
(39.951061, -75.16562)",20173323373410019805AA
Table 5,2017,3,113.89,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",19393,WN,5860,0.1091,98.2,75,0.314,175,0.0631,0.0154,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Orlando, FL
(28.538331, -81.378879)",20173324673145419393WN
Table 5,2017,3,113.89,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",19805,AA,16190,0.3014,130.22,75,0.1266,200,0.0544,0.0679,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Orlando, FL
(28.538331, -81.378879)",20173324673145419805AA
Table 5,2017,3,136.06,32467,33495,"Miami, FL (Metropolitan Area)","New Orleans, LA",19393,WN,13980,0.1688,130.03,75,0.176,225,0.0579,0.0644,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","New Orleans, LA
(29.950621, -90.074948)",20173324673349519393WN
Table 5,2017,3,136.06,32467,33495,"Miami, FL (Metropolitan Area)","New Orleans, LA",19805,AA,13610,0.1644,178.67,100,0.0698,225,0.1021,0.0779,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","New Orleans, LA
(29.950621, -90.074948)",20173324673349519805AA
Table 5,2017,3,139.14,32467,34492,"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",19805,AA,21390,0.2263,149.37,100,0.2277,200,0.1706,0.036,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Raleigh/Durham, NC
(42.673348, -72.179683)",20173324673449219805AA
Table 5,2017,3,122.4,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",19393,WN,592770,0.2901,124.48,75,0.2725,250,0.0552,0.0892,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20173325753245719393WN
Table 5,2017,3,134.52,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",19790,DL,84840,0.2371,152.17,75,0.0798,225,0.0546,0.1306,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Salt Lake City, UT
(40.758478, -111.888142)",20173325753461419790DL
Table 5,2017,3,125.55,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",19393,WN,15850,0.1836,96.96,75,0.405,200,0.0644,0.005,"Cincinnati, OH
(39.104427, -84.513808)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20173331053085219393WN
Table 5,2017,3,125.55,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",19790,DL,14090,0.1632,152.18,75,0.0596,225,0.0539,0.1036,"Cincinnati, OH
(39.104427, -84.513808)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20173331053085219790DL
Table 5,2017,3,122.59,33192,33570,"Sacramento, CA","San Diego, CA",19393,WN,85600,0.4262,123.98,75,0.2047,175,0.1221,0.0586,"Sacramento, CA
(38.582087, -121.50012)","San Diego, CA
(32.71576, -117.163817)",20173331923357019393WN
Table 5,2017,3,124.75,33495,31454,"New Orleans, LA","Orlando, FL",19393,WN,22730,0.3991,123.57,75,0.1535,175,0.106,0.059,"New Orleans, LA
(29.950621, -90.074948)","Orlando, FL
(28.538331, -81.378879)",20173334953145419393WN
Table 5,2017,3,132.46,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",19393,WN,223460,0.3422,132.83,75,0.1759,200,0.058,0.088,"San Diego, CA
(32.71576, -117.163817)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20173335703245719393WN
Table 5,2017,3,133.57,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19393,WN,84130,0.2058,121.93,75,0.2997,200,0.1096,0.0603,"Portland, OR
(45.516018, -122.681425)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20173340573245719393WN
Table 5,2017,3,133.57,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19930,AS,88210,0.2158,134.72,75,0.1824,200,0.1197,0.0789,"Portland, OR
(45.516018, -122.681425)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20173340573245719930AS
Table 5,2017,3,299.3,34100,30198,"Philadelphia, PA","Pittsburgh, PA",19805,AA,15430,0.4923,307.23,125,0.105,425,0.0765,0.1983,"Philadelphia, PA
(39.951061, -75.16562)","Pittsburgh, PA
(40.442169, -79.994945)",20173341003019819805AA
Table 5,2017,3,282.83,34100,34321,"Philadelphia, PA","Portland, ME",19805,AA,8160,0.4913,285.51,175,0.1091,425,0.0564,0.0294,"Philadelphia, PA
(39.951061, -75.16562)","Portland, ME
(45.516018, -122.681425)",20173341003432119805AA
Table 5,2017,3,131.28,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19393,WN,12430,0.2899,109.99,75,0.3194,200,0.0636,0.0024,"Reno, NV
(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20173345703245719393WN
Table 5,2017,3,131.28,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19930,AS,6320,0.1474,107.44,75,0.2927,175,0.0538,0.0301,"Reno, NV
(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20173345703245719930AS
Table 5,2017,3,138.23,34614,32457,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",19393,WN,33220,0.148,122.68,75,0.1225,200,0.0662,0.0602,"Salt Lake City, UT
(40.758478, -111.888142)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20173346143245719393WN
Table 5,2017,3,138.23,34614,32457,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",19790,DL,62810,0.2799,143.15,75,0.0543,200,0.0807,0.1202,"Salt Lake City, UT
(40.758478, -111.888142)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20173346143245719790DL
Table 5,2017,3,136.8,34614,33570,"Salt Lake City, UT","San Diego, CA",19393,WN,9830,0.1006,132.11,75,0.1536,175,0.0966,0.12,"Salt Lake City, UT
(40.758478, -111.888142)","San Diego, CA
(32.71576, -117.163817)",20173346143357019393WN
Table 5,2017,3,136.8,34614,33570,"Salt Lake City, UT","San Diego, CA",19790,DL,31000,0.3172,143.84,75,0.059,200,0.0735,0.1287,"Salt Lake City, UT
(40.758478, -111.888142)","San Diego, CA
(32.71576, -117.163817)",20173346143357019790DL
Table 5,2017,4,138.6,30140,30466,"Albuquerque, NM","Phoenix, AZ",19393,WN,27640,0.4098,136.34,75,0.2037,275,0.0611,0.0821,"Albuquerque, NM
(35.084248, -106.649241)","Phoenix, AZ
(30.406931, -87.217578)",20174301403046619393WN
Table 5,2017,4,279.45,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",19805,AA,10600,0.409,289.21,175,0.0698,400,0.084,0.033,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Louisville, KY
(38.256078, -85.751569)",20174301943304419805AA
Table 5,2017,4,138.23,30194,34653,"Dallas/Fort Worth, TX","Tulsa, OK",19393,WN,9730,0.2431,129.63,75,0.1418,250,0.0802,0.0832,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Tulsa, OK
(61.096484, -160.967455)",20174301943465319393WN
Table 5,2017,4,138.23,30194,34653,"Dallas/Fort Worth, TX","Tulsa, OK",19805,AA,10210,0.2551,151.81,100,0.1459,175,0.0715,0.0441,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Tulsa, OK
(61.096484, -160.967455)",20174301943465319805AA
Table 5,2017,4,325.64,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19790,DL,3370,0.1112,317.42,175,0.0564,400,0.0653,0.1039,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20174302553085219790DL
Table 5,2017,4,325.64,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19805,AA,10420,0.3439,324.07,150,0.1084,450,0.0806,0.1593,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20174302553085219805AA
Table 5,2017,4,137.88,30325,31650,"Denver, CO","Minneapolis/St. Paul, MN",19393,WN,30640,0.1535,125.27,75,0.1792,200,0.0509,0.0565,"Denver, CO
(39.738453, -104.984853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20174303253165019393WN
Table 5,2017,4,137.88,30325,31650,"Denver, CO","Minneapolis/St. Paul, MN",19790,DL,33610,0.1683,162.15,75,0.0592,225,0.0759,0.155,"Denver, CO
(39.738453, -104.984853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20174303253165019790DL
Table 5,2017,4,128.68,30325,32211,"Denver, CO","Las Vegas, NV",19393,WN,58560,0.2924,126.31,75,0.2111,175,0.0864,0.0811,"Denver, CO
(39.738453, -104.984853)","Las Vegas, NV
(36.169202, -115.140597)",20174303253221119393WN
Table 5,2017,4,128.68,30325,32211,"Denver, CO","Las Vegas, NV",19977,UA,22930,0.1145,154.51,75,0.1151,225,0.0567,0.1526,"Denver, CO
(39.738453, -104.984853)","Las Vegas, NV
(36.169202, -115.140597)",20174303253221119977UA
Table 5,2017,4,127.43,30325,34614,"Denver, CO","Salt Lake City, UT",19393,WN,23490,0.1787,126.76,75,0.2358,175,0.1124,0.0796,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)",20174303253461419393WN
Table 5,2017,4,127.43,30325,34614,"Denver, CO","Salt Lake City, UT",19790,DL,28580,0.2174,124.3,75,0.1473,200,0.0525,0.0434,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)",20174303253461419790DL
Table 5,2017,4,299.27,30397,30693,"Atlanta, GA (Metropolitan Area)","Nashville, TN",19790,DL,11560,0.4821,308.89,150,0.0519,475,0.0813,0.1306,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Nashville, TN
(36.166687, -86.779932)",20174303973069319790DL
Table 5,2017,4,267.19,30397,30994,"Atlanta, GA (Metropolitan Area)","Charleston, SC",19790,DL,9140,0.4984,267.48,125,0.0547,400,0.1619,0.2407,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Charleston, SC
(32.77647, -79.931027)",20174303973099419790DL
Table 5,2017,4,269.14,30397,32600,"Atlanta, GA (Metropolitan Area)","Little Rock, AR",19790,DL,7530,0.423,276.15,125,0.0651,425,0.0505,0.2762,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Little Rock, AR
(34.748745, -92.275105)",20174303973260019790DL
Table 5,2017,4,270.05,30397,33244,"Atlanta, GA (Metropolitan Area)","Memphis, TN",19790,DL,17010,0.4741,279.23,125,0.0805,500,0.07,0.2781,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Memphis, TN
(35.143378, -90.052136)",20174303973324419790DL
Table 5,2017,4,128.39,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",20368,G4,11250,0.4291,100.21,75,0.376,175,0.0524,0.0293,"Asheville, NC
(35.595889, -82.550039)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",20174304313246720368G4
Table 5,2017,4,124.45,30431,33195,"Asheville, NC","Tampa, FL (Metropolitan Area)",20368,G4,6530,0.3984,87.51,75,0.4487,150,0.0689,0,"Asheville, NC
(35.595889, -82.550039)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20174304313319520368G4
Table 5,2017,4,81.84,30466,34314,"Phoenix, AZ","Provo, UT",20368,G4,9790,0.5086,82.09,75,0.5352,125,0.097,0,"Phoenix, AZ
(30.406931, -87.217578)","Provo, UT
(41.824461, -71.412747)",20174304663431420368G4
Table 5,2017,4,266.78,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19790,DL,10830,0.3442,283.68,150,0.0536,400,0.0628,0.0406,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20174306473165019790DL
Table 5,2017,4,304,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19805,AA,12430,0.4536,306.4,175,0.1014,425,0.1963,0.0185,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)",20174306473410019805AA
Table 5,2017,4,105.48,30713,31884,"Boise, ID","Spokane, WA",19393,WN,8850,0.2344,95.62,75,0.5367,175,0.0701,0.0339,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20174307133188419393WN
Table 5,2017,4,105.48,30713,31884,"Boise, ID","Spokane, WA",19930,AS,9070,0.2403,111.2,75,0.3793,175,0.0948,0.0507,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20174307133188419930AS
Table 5,2017,4,138.42,30713,33192,"Boise, ID","Sacramento, CA",19393,WN,7300,0.2736,136.18,75,0.1493,250,0.0521,0.0685,"Boise, ID
(43.597772, -83.884521)","Sacramento, CA
(38.582087, -121.50012)",20174307133319219393WN
Table 5,2017,4,138.42,30713,33192,"Boise, ID","Sacramento, CA",19930,AS,5020,0.1882,128.61,75,0.2092,225,0.0797,0.0578,"Boise, ID
(43.597772, -83.884521)","Sacramento, CA
(38.582087, -121.50012)",20174307133319219930AS
Table 5,2017,4,132.42,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",20409,B6,21200,0.3741,128.04,75,0.1637,200,0.0887,0.0708,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Buffalo, NY
(39.945422, -78.64671)",20174307213079220409B6
Table 5,2017,4,135.15,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19790,DL,54490,0.1834,143.46,75,0.1512,225,0.0666,0.1037,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20174309773165019790DL
Table 5,2017,4,135.15,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19805,AA,30210,0.1017,137.48,75,0.1125,200,0.0761,0.092,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20174309773165019805AA
Table 5,2017,4,135.15,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19977,UA,31800,0.107,133.93,75,0.1594,200,0.0579,0.0909,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20174309773165019977UA
Table 5,2017,4,333.76,30977,31834,"Chicago, IL","Fayetteville, AR",19805,AA,6320,0.3599,319.75,200,0.3386,625,0.0712,0.1092,"Chicago, IL
(41.775002, -87.696388)","Fayetteville, AR
(36.061928, -94.160583)",20174309773183419805AA
Table 5,2017,4,333.76,30977,31834,"Chicago, IL","Fayetteville, AR",19977,UA,2420,0.1378,350.29,175,0.062,625,0.1198,0.2149,"Chicago, IL
(41.775002, -87.696388)","Fayetteville, AR
(36.061928, -94.160583)",20174309773183419977UA
Table 5,2017,4,278.61,30977,32070,"Chicago, IL","Harrisburg, PA",19805,AA,4550,0.2109,294.27,175,0.0593,425,0.0747,0.0308,"Chicago, IL
(41.775002, -87.696388)","Harrisburg, PA
(40.259572, -76.881821)",20174309773207019805AA
Table 5,2017,4,278.61,30977,32070,"Chicago, IL","Harrisburg, PA",19977,UA,6170,0.286,271.18,175,0.1167,425,0.0648,0.0324,"Chicago, IL
(41.775002, -87.696388)","Harrisburg, PA
(40.259572, -76.881821)",20174309773207019977UA
Table 5,2017,4,133.2,30977,33105,"Chicago, IL","Cincinnati, OH",19393,WN,10280,0.1301,105.19,75,0.3842,200,0.0963,0,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20174309773310519393WN
Table 5,2017,4,133.2,30977,33105,"Chicago, IL","Cincinnati, OH",19790,DL,8630,0.1093,138.73,75,0.1251,200,0.1043,0.0637,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20174309773310519790DL
Table 5,2017,4,133.2,30977,33105,"Chicago, IL","Cincinnati, OH",19977,UA,12310,0.1558,137.35,75,0.1836,175,0.1438,0.0959,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20174309773310519977UA
Table 5,2017,4,277.36,30977,35096,"Chicago, IL","Syracuse, NY",19805,AA,5890,0.2886,297.8,175,0.0917,375,0.2156,0.039,"Chicago, IL
(41.775002, -87.696388)","Syracuse, NY
(43.047945, -76.147448)",20174309773509619805AA
Table 5,2017,4,277.36,30977,35096,"Chicago, IL","Syracuse, NY",19977,UA,3990,0.1955,259.62,175,0.1454,375,0.1554,0.0125,"Chicago, IL
(41.775002, -87.696388)","Syracuse, NY
(43.047945, -76.147448)",20174309773509619977UA
Table 5,2017,4,287.17,30994,34100,"Charleston, SC","Philadelphia, PA",19805,AA,9100,0.435,286.27,175,0.0571,600,0.0648,0.0923,"Charleston, SC
(32.77647, -79.931027)","Philadelphia, PA
(39.951061, -75.16562)",20174309943410019805AA
Table 5,2017,4,267.54,31057,31066,"Charlotte, NC","Columbus, OH",19805,AA,8090,0.4347,276.7,175,0.115,425,0.0569,0.0173,"Charlotte, NC
(35.222936, -80.840161)","Columbus, OH
(39.962649, -82.996216)",20174310573106619805AA
Table 5,2017,4,272.9,31057,31123,"Charlotte, NC","St. Louis, MO",19805,AA,12090,0.4226,283.32,175,0.1563,375,0.0596,0.0637,"Charlotte, NC
(35.222936, -80.840161)","St. Louis, MO
(38.630276, -90.200309)",20174310573112319805AA
Table 5,2017,4,267.29,31057,31714,"Charlotte, NC","Fort Myers, FL",19805,AA,7780,0.4587,270.69,175,0.162,325,0.0758,0.0308,"Charlotte, NC
(35.222936, -80.840161)","Fort Myers, FL
(40.253979, -103.801495)",20174310573171419805AA
Table 5,2017,4,272.83,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",19805,AA,18770,0.4666,276.49,175,0.1859,300,0.1481,0.0597,"Charlotte, NC
(35.222936, -80.840161)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20174310573319519805AA
Table 5,2017,4,272.21,31057,33244,"Charlotte, NC","Memphis, TN",19805,AA,9270,0.4649,277.71,175,0.1338,475,0.0507,0.0259,"Charlotte, NC
(35.222936, -80.840161)","Memphis, TN
(35.143378, -90.052136)",20174310573324419805AA
Table 5,2017,4,283.03,31057,34027,"Charlotte, NC","West Palm Beach/Palm Beach, FL",19805,AA,8740,0.4461,289.12,175,0.1648,475,0.0629,0.0286,"Charlotte, NC
(35.222936, -80.840161)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)",20174310573402719805AA
Table 5,2017,4,136.19,31066,30852,"Columbus, OH","Washington, DC (Metropolitan Area)",19393,WN,26250,0.2715,127.88,75,0.1973,200,0.0728,0.1051,"Columbus, OH
(39.962649, -82.996216)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20174310663085219393WN
Table 5,2017,4,136.19,31066,30852,"Columbus, OH","Washington, DC (Metropolitan Area)",19805,AA,15070,0.1559,138.21,75,0.0776,225,0.0644,0.0564,"Columbus, OH
(39.962649, -82.996216)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20174310663085219805AA
Table 5,2017,4,305.45,31066,34100,"Columbus, OH","Philadelphia, PA",19805,AA,11510,0.4383,318.45,175,0.0773,425,0.1764,0.0643,"Columbus, OH
(39.962649, -82.996216)","Philadelphia, PA
(39.951061, -75.16562)",20174310663410019805AA
Table 5,2017,4,112.99,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",19977,UA,6810,0.1457,123.7,75,0.1674,200,0.0631,0.069,"Myrtle Beach, SC
(33.68785, -78.883852)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20174311353170319977UA
Table 5,2017,4,112.99,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",20416,NK,13660,0.2922,89.07,75,0.4414,175,0.0593,0.0015,"Myrtle Beach, SC
(33.68785, -78.883852)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20174311353170320416NK
Table 5,2017,4,278.91,31136,34100,"Jacksonville, FL","Philadelphia, PA",19805,AA,12480,0.3813,296.4,175,0.0609,500,0.0569,0.0369,"Jacksonville, FL
(30.325968, -81.65676)","Philadelphia, PA
(39.951061, -75.16562)",20174311363410019805AA
Table 5,2017,4,269.78,31295,33342,"Detroit, MI","Milwaukee, WI",19790,DL,8060,0.4823,272.74,150,0.0682,400,0.0521,0.0261,"Detroit, MI
(42.332916, -83.047853)","Milwaukee, WI
(43.041072, -87.909421)",20174312953334219790DL
Table 5,2017,4,298.61,31453,33158,"Houston, TX","Midland/Odessa, TX",19393,WN,16640,0.2735,260.98,150,0.1671,375,0.1569,0,"Houston, TX
(29.760803, -95.369506)","Midland/Odessa, TX
(31.997433, -102.078043)",20174314533315819393WN
Table 5,2017,4,298.61,31453,33158,"Houston, TX","Midland/Odessa, TX",19977,UA,12650,0.2079,346.36,150,0.0569,475,0.0506,0.1968,"Houston, TX
(29.760803, -95.369506)","Midland/Odessa, TX
(31.997433, -102.078043)",20174314533315819977UA
Table 5,2017,4,99.32,31638,32211,"Fresno, CA","Las Vegas, NV",20368,G4,7660,0.4671,81.5,75,0.5627,125,0.1214,0,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20174316383221120368G4
Table 5,2017,4,272.19,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19790,DL,23300,0.1913,275.63,125,0.0914,350,0.0644,0.2159,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20174317033019819790DL
Table 5,2017,4,272.19,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19805,AA,16930,0.139,255.87,125,0.1477,375,0.0709,0.1908,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20174317033019819805AA
Table 5,2017,4,272.19,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19977,UA,17860,0.1466,301.83,150,0.1176,525,0.0649,0.1792,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20174317033019819977UA
